id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,total_clicks_week8,active_days_week8,oucontent_clicks_week8,quiz_clicks_week8,resource_clicks_week8,homepage_clicks_week8,subpage_clicks_week8,glossary_clicks_week8,oucollaborate_clicks_week8,forumng_clicks_week8,label
517362,FFF,2013B,M,South West Region,No Formal quals,30-40%,0-35,N,1,120,234.0,11.0,129.0,9.0,5.0,34.0,31.0,0.0,0.0,20.0,0
517486,FFF,2013B,M,Yorkshire Region,Lower Than A Level,10-20,0-35,N,0,60,286.0,13.0,90.0,7.0,10.0,82.0,55.0,1.0,0.0,16.0,0
517569,FFF,2013B,M,North Western Region,A Level or Equivalent,10-20,0-35,N,0,60,367.0,14.0,63.0,1.0,7.0,64.0,58.0,0.0,0.0,150.0,1
517850,FFF,2013B,F,North Region,Lower Than A Level,0-10%,0-35,Y,1,210,1450.0,42.0,318.0,219.0,8.0,292.0,159.0,0.0,0.0,377.0,0
518288,FFF,2013B,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,0,120,317.0,7.0,122.0,25.0,10.0,50.0,46.0,0.0,0.0,50.0,0
518385,FFF,2013B,M,London Region,Lower Than A Level,20-30%,0-35,Y,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
518412,FFF,2013B,F,North Western Region,A Level or Equivalent,60-70%,0-35,N,0,120,1010.0,33.0,307.0,381.0,23.0,100.0,80.0,0.0,0.0,70.0,1
518771,FFF,2013B,M,Wales,Lower Than A Level,20-30%,0-35,N,1,120,304.0,13.0,89.0,73.0,8.0,36.0,49.0,0.0,0.0,38.0,0
518831,FFF,2013B,F,South West Region,Lower Than A Level,30-40%,0-35,N,0,60,5536.0,73.0,595.0,261.0,55.0,1349.0,406.0,1.0,0.0,2680.0,1
519155,FFF,2013B,M,East Anglian Region,Lower Than A Level,70-80%,0-35,Y,1,120,1425.0,45.0,656.0,99.0,46.0,210.0,131.0,0.0,0.0,215.0,0
519472,FFF,2013B,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,60,303.0,12.0,116.0,1.0,14.0,70.0,49.0,0.0,0.0,31.0,1
519500,FFF,2013B,M,South East Region,Lower Than A Level,30-40%,0-35,Y,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
519510,FFF,2013B,M,South Region,Lower Than A Level,30-40%,0-35,N,0,120,529.0,36.0,157.0,0.0,7.0,144.0,81.0,0.0,0.0,108.0,1
519540,FFF,2013B,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,0,60,257.0,6.0,155.0,1.0,7.0,23.0,31.0,0.0,0.0,32.0,0
519600,FFF,2013B,F,London Region,A Level or Equivalent,30-40%,0-35,N,0,90,48.0,6.0,18.0,4.0,1.0,8.0,10.0,0.0,0.0,3.0,0
519715,FFF,2013B,M,Scotland,A Level or Equivalent,50-60%,0-35,N,1,120,1838.0,55.0,474.0,167.0,7.0,296.0,119.0,0.0,0.0,691.0,1
519936,FFF,2013B,M,North Western Region,Lower Than A Level,90-100%,0-35,N,0,150,453.0,22.0,207.0,12.0,11.0,56.0,73.0,0.0,0.0,84.0,1
519969,FFF,2013B,F,West Midlands Region,Lower Than A Level,0-10%,35-55,N,0,60,625.0,22.0,240.0,90.0,11.0,81.0,68.0,0.0,0.0,84.0,0
520061,FFF,2013B,M,North Region,Lower Than A Level,,35-55,N,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
520073,FFF,2013B,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,1,180,696.0,46.0,239.0,3.0,17.0,113.0,87.0,0.0,0.0,187.0,0
520082,FFF,2013B,M,Wales,A Level or Equivalent,70-80%,0-35,N,0,60,1603.0,49.0,328.0,544.0,19.0,255.0,138.0,0.0,0.0,230.0,1
520097,FFF,2013B,M,London Region,HE Qualification,10-20,0-35,N,0,120,1811.0,61.0,774.0,189.0,34.0,318.0,226.0,0.0,0.0,201.0,1
520153,FFF,2013B,F,West Midlands Region,Lower Than A Level,40-50%,0-35,N,0,400,8.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0
520187,FFF,2013B,M,South Region,Lower Than A Level,10-20,0-35,N,0,60,2493.0,54.0,435.0,584.0,25.0,448.0,219.0,0.0,0.0,713.0,1
520307,FFF,2013B,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,1,120,206.0,10.0,85.0,1.0,17.0,31.0,39.0,0.0,0.0,14.0,0
520360,FFF,2013B,F,South Region,HE Qualification,50-60%,35-55,N,0,120,1161.0,33.0,298.0,12.0,19.0,172.0,199.0,0.0,0.0,407.0,0
520525,FFF,2013B,M,North Region,A Level or Equivalent,20-30%,0-35,N,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
520544,FFF,2013B,M,Wales,Lower Than A Level,50-60%,0-35,N,0,120,1313.0,47.0,464.0,413.0,29.0,197.0,96.0,0.0,0.0,82.0,0
520711,FFF,2013B,F,London Region,Lower Than A Level,10-20,0-35,N,0,120,2787.0,55.0,992.0,147.0,21.0,513.0,197.0,0.0,0.0,865.0,0
520857,FFF,2013B,M,South East Region,A Level or Equivalent,60-70%,0-35,N,1,120,1546.0,35.0,103.0,0.0,11.0,187.0,186.0,0.0,0.0,1014.0,0
520873,FFF,2013B,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N,0,120,476.0,16.0,127.0,25.0,7.0,117.0,81.0,0.0,0.0,98.0,0
521109,FFF,2013B,M,South Region,Lower Than A Level,20-30%,0-35,N,1,180,163.0,9.0,51.0,4.0,6.0,32.0,55.0,0.0,0.0,2.0,0
521377,FFF,2013B,M,Ireland,A Level or Equivalent,90-100%,0-35,N,0,150,109.0,8.0,24.0,24.0,6.0,16.0,19.0,0.0,0.0,16.0,0
521526,FFF,2013B,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,120,268.0,10.0,146.0,0.0,5.0,39.0,42.0,0.0,0.0,21.0,1
522023,FFF,2013B,F,Scotland,HE Qualification,10-20,0-35,N,1,150,499.0,12.0,152.0,9.0,25.0,81.0,75.0,0.0,0.0,113.0,0
522433,FFF,2013B,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,N,0,60,2356.0,52.0,775.0,213.0,49.0,328.0,240.0,0.0,0.0,626.0,0
522479,FFF,2013B,M,London Region,Lower Than A Level,20-30%,0-35,N,1,120,14.0,4.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0
522718,FFF,2013B,M,Yorkshire Region,Lower Than A Level,10-20,0-35,N,1,150,898.0,32.0,256.0,173.0,14.0,150.0,105.0,0.0,0.0,145.0,1
522743,FFF,2013B,M,South West Region,Lower Than A Level,50-60%,0-35,N,0,60,1386.0,53.0,462.0,229.0,15.0,214.0,156.0,0.0,0.0,196.0,1
522850,FFF,2013B,M,Ireland,Lower Than A Level,,0-35,N,0,120,2444.0,53.0,1186.0,105.0,18.0,332.0,245.0,0.0,0.0,408.0,1
522859,FFF,2013B,M,South East Region,A Level or Equivalent,40-50%,0-35,N,0,60,584.0,34.0,239.0,57.0,14.0,70.0,81.0,0.0,0.0,74.0,1
522862,FFF,2013B,M,Wales,A Level or Equivalent,90-100%,0-35,N,1,180,284.0,11.0,122.0,1.0,7.0,47.0,45.0,0.0,0.0,44.0,0
522923,FFF,2013B,M,North Western Region,Lower Than A Level,0-10%,0-35,N,1,120,871.0,40.0,163.0,107.0,29.0,159.0,151.0,1.0,0.0,196.0,1
523142,FFF,2013B,M,South Region,Lower Than A Level,30-40%,0-35,N,1,120,272.0,12.0,121.0,1.0,4.0,32.0,41.0,0.0,0.0,59.0,0
523335,FFF,2013B,M,Ireland,HE Qualification,50-60%,0-35,N,0,60,422.0,36.0,65.0,0.0,4.0,92.0,51.0,0.0,0.0,182.0,0
523700,FFF,2013B,M,Scotland,A Level or Equivalent,30-40%,0-35,N,0,90,749.0,28.0,194.0,44.0,16.0,134.0,74.0,0.0,0.0,227.0,0
523833,FFF,2013B,M,East Midlands Region,Lower Than A Level,80-90%,35-55,N,0,120,1975.0,61.0,564.0,168.0,68.0,348.0,196.0,0.0,0.0,506.0,1
523841,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,N,0,120,505.0,26.0,162.0,1.0,16.0,90.0,102.0,0.0,0.0,68.0,0
523940,FFF,2013B,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,60,2815.0,61.0,565.0,272.0,22.0,669.0,210.0,0.0,0.0,988.0,1
524227,FFF,2013B,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,60,330.0,25.0,101.0,56.0,7.0,48.0,38.0,0.0,0.0,67.0,1
524361,FFF,2013B,M,Yorkshire Region,HE Qualification,10-20,0-35,N,1,180,418.0,32.0,169.0,15.0,10.0,86.0,56.0,0.0,0.0,57.0,1
524377,FFF,2013B,F,South East Region,A Level or Equivalent,40-50%,0-35,Y,0,60,650.0,37.0,139.0,81.0,36.0,100.0,126.0,0.0,0.0,128.0,1
524431,FFF,2013B,F,South Region,A Level or Equivalent,0-10%,0-35,N,0,60,509.0,17.0,155.0,15.0,12.0,78.0,60.0,0.0,0.0,172.0,0
524466,FFF,2013B,M,South Region,A Level or Equivalent,70-80%,0-35,N,1,150,703.0,20.0,137.0,222.0,6.0,136.0,124.0,0.0,0.0,40.0,1
524609,FFF,2013B,M,West Midlands Region,Lower Than A Level,10-20,35-55,N,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
524825,FFF,2013B,M,North Western Region,A Level or Equivalent,10-20,35-55,N,0,60,402.0,17.0,110.0,0.0,34.0,66.0,66.0,0.0,0.0,95.0,1
524984,FFF,2013B,F,East Midlands Region,Lower Than A Level,30-40%,0-35,N,0,120,16.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,0
525353,FFF,2013B,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,N,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
525412,FFF,2013B,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,0,60,1516.0,48.0,525.0,285.0,9.0,237.0,156.0,0.0,0.0,205.0,1
525469,FFF,2013B,M,North Region,Lower Than A Level,,0-35,N,1,120,315.0,18.0,115.0,47.0,15.0,63.0,30.0,0.0,0.0,37.0,1
525490,FFF,2013B,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,N,0,120,1965.0,60.0,958.0,115.0,13.0,333.0,190.0,0.0,0.0,228.0,0
525512,FFF,2013B,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,1,120,1025.0,22.0,235.0,467.0,16.0,89.0,72.0,0.0,0.0,116.0,1
525557,FFF,2013B,M,East Midlands Region,Lower Than A Level,10-20,0-35,N,1,180,79.0,4.0,26.0,0.0,6.0,19.0,21.0,0.0,0.0,3.0,0
525624,FFF,2013B,M,Yorkshire Region,HE Qualification,50-60%,0-35,N,0,120,792.0,44.0,276.0,81.0,8.0,149.0,92.0,0.0,0.0,143.0,1
525632,FFF,2013B,M,Ireland,A Level or Equivalent,,35-55,N,1,210,1554.0,54.0,531.0,111.0,32.0,335.0,161.0,0.0,0.0,294.0,1
525700,FFF,2013B,F,London Region,A Level or Equivalent,10-20,0-35,N,0,120,1969.0,56.0,1108.0,185.0,16.0,260.0,208.0,0.0,0.0,142.0,1
526060,FFF,2013B,M,London Region,Lower Than A Level,20-30%,0-35,N,0,60,58.0,5.0,17.0,3.0,1.0,9.0,17.0,0.0,0.0,0.0,0
526151,FFF,2013B,M,Ireland,A Level or Equivalent,0-10%,0-35,N,1,150,663.0,36.0,287.0,78.0,15.0,62.0,48.0,0.0,0.0,112.0,1
526303,FFF,2013B,M,Ireland,HE Qualification,,0-35,N,1,120,1124.0,28.0,375.0,158.0,16.0,142.0,150.0,4.0,0.0,203.0,0
526356,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,1,150,11.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,0
526417,FFF,2013B,F,London Region,A Level or Equivalent,90-100%,0-35,N,0,60,2152.0,50.0,568.0,284.0,13.0,438.0,168.0,0.0,0.0,624.0,1
526420,FFF,2013B,M,East Midlands Region,Lower Than A Level,30-40%,0-35,N,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
526527,FFF,2013B,M,London Region,Lower Than A Level,20-30%,0-35,N,0,60,451.0,28.0,147.0,30.0,9.0,70.0,92.0,0.0,0.0,57.0,0
526549,FFF,2013B,M,South Region,A Level or Equivalent,70-80%,0-35,N,1,180,766.0,40.0,164.0,65.0,5.0,133.0,88.0,0.0,0.0,277.0,1
526551,FFF,2013B,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,60,1113.0,29.0,431.0,96.0,10.0,126.0,122.0,2.0,0.0,250.0,1
526559,FFF,2013B,F,London Region,Lower Than A Level,10-20,0-35,N,1,180,702.0,33.0,217.0,55.0,12.0,158.0,72.0,0.0,0.0,172.0,1
526589,FFF,2013B,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N,1,120,657.0,20.0,303.0,104.0,12.0,57.0,66.0,0.0,0.0,98.0,0
526761,FFF,2013B,F,South East Region,A Level or Equivalent,60-70%,0-35,N,0,60,623.0,40.0,110.0,5.0,8.0,127.0,108.0,0.0,0.0,244.0,0
526818,FFF,2013B,M,North Western Region,Lower Than A Level,10-20,0-35,N,0,60,798.0,19.0,363.0,110.0,11.0,103.0,76.0,0.0,0.0,103.0,1
526819,FFF,2013B,M,London Region,A Level or Equivalent,10-20,0-35,N,1,150,240.0,10.0,103.0,0.0,9.0,27.0,42.0,0.0,0.0,48.0,0
526896,FFF,2013B,M,Wales,Lower Than A Level,50-60%,0-35,Y,0,60,1325.0,56.0,451.0,250.0,12.0,230.0,133.0,0.0,0.0,170.0,1
526927,FFF,2013B,M,Scotland,A Level or Equivalent,10-20,0-35,N,0,120,472.0,12.0,207.0,61.0,10.0,57.0,50.0,0.0,0.0,57.0,1
526980,FFF,2013B,M,East Anglian Region,Lower Than A Level,50-60%,0-35,N,0,60,666.0,11.0,261.0,74.0,7.0,73.0,102.0,3.0,0.0,116.0,0
527225,FFF,2013B,F,Ireland,HE Qualification,,0-35,N,0,120,1315.0,41.0,522.0,120.0,26.0,198.0,160.0,0.0,0.0,190.0,1
527505,FFF,2013B,M,South West Region,Lower Than A Level,50-60%,0-35,N,0,90,54.0,1.0,4.0,0.0,1.0,12.0,13.0,0.0,0.0,21.0,0
527601,FFF,2013B,F,West Midlands Region,Lower Than A Level,50-60%,0-35,N,0,60,611.0,12.0,94.0,346.0,5.0,66.0,69.0,0.0,0.0,20.0,0
527622,FFF,2013B,M,North Western Region,Lower Than A Level,0-10%,0-35,N,0,60,1605.0,66.0,448.0,69.0,30.0,371.0,214.0,0.0,0.0,402.0,1
527685,FFF,2013B,M,South Region,Lower Than A Level,50-60%,0-35,Y,1,120,702.0,20.0,415.0,41.0,16.0,26.0,79.0,0.0,0.0,76.0,0
527744,FFF,2013B,F,Wales,A Level or Equivalent,10-20,0-35,N,0,60,1785.0,49.0,916.0,0.0,11.0,113.0,173.0,0.0,0.0,396.0,0
527927,FFF,2013B,M,North Region,Lower Than A Level,,35-55,N,1,180,2378.0,37.0,1024.0,360.0,38.0,255.0,230.0,0.0,0.0,226.0,0
527991,FFF,2013B,M,South East Region,A Level or Equivalent,80-90%,0-35,N,1,120,489.0,23.0,186.0,0.0,15.0,78.0,72.0,0.0,0.0,102.0,0
528071,FFF,2013B,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,Y,0,60,67.0,7.0,6.0,0.0,0.0,38.0,5.0,0.0,0.0,13.0,0
528075,FFF,2013B,M,London Region,A Level or Equivalent,70-80%,0-35,N,0,60,1163.0,44.0,322.0,176.0,12.0,203.0,89.0,0.0,0.0,307.0,1
528264,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,1,120,91.0,3.0,30.0,0.0,3.0,25.0,16.0,0.0,0.0,5.0,0
528270,FFF,2013B,F,South West Region,Lower Than A Level,70-80%,0-35,N,0,180,1335.0,42.0,373.0,6.0,36.0,216.0,139.0,6.0,0.0,434.0,0
528302,FFF,2013B,M,North Region,Lower Than A Level,0-10%,0-35,N,0,90,39.0,5.0,16.0,0.0,3.0,8.0,11.0,0.0,0.0,0.0,0
528351,FFF,2013B,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,1,120,1472.0,50.0,719.0,9.0,21.0,245.0,124.0,0.0,0.0,300.0,1
528424,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,N,0,60,828.0,34.0,136.0,102.0,17.0,160.0,137.0,0.0,0.0,195.0,0
528509,FFF,2013B,M,West Midlands Region,HE Qualification,60-70%,35-55,N,0,60,1503.0,25.0,605.0,78.0,27.0,312.0,220.0,0.0,0.0,192.0,0
528517,FFF,2013B,M,South Region,A Level or Equivalent,80-90%,0-35,N,0,60,952.0,36.0,439.0,84.0,22.0,112.0,95.0,0.0,0.0,162.0,1
528662,FFF,2013B,M,East Midlands Region,Lower Than A Level,20-30%,0-35,N,0,60,1634.0,37.0,669.0,190.0,9.0,243.0,178.0,0.0,0.0,219.0,0
528713,FFF,2013B,M,London Region,Lower Than A Level,0-10%,0-35,N,0,60,680.0,37.0,333.0,29.0,32.0,82.0,94.0,0.0,0.0,58.0,0
528734,FFF,2013B,M,South East Region,Lower Than A Level,60-70%,0-35,N,1,120,2261.0,38.0,1206.0,203.0,35.0,263.0,224.0,0.0,0.0,226.0,1
528782,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,0,60,1023.0,14.0,277.0,334.0,12.0,89.0,156.0,0.0,0.0,77.0,0
528879,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
528992,FFF,2013B,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,90,1052.0,33.0,286.0,130.0,13.0,184.0,85.0,0.0,0.0,314.0,1
528996,FFF,2013B,F,North Western Region,No Formal quals,0-10%,0-35,N,0,120,43.0,6.0,5.0,0.0,0.0,8.0,7.0,0.0,0.0,20.0,0
529030,FFF,2013B,M,London Region,A Level or Equivalent,30-40%,0-35,N,1,120,1066.0,38.0,258.0,113.0,19.0,184.0,69.0,0.0,0.0,340.0,1
529097,FFF,2013B,M,South West Region,A Level or Equivalent,90-100%,0-35,N,0,60,1517.0,59.0,374.0,148.0,32.0,371.0,179.0,0.0,0.0,326.0,1
529175,FFF,2013B,M,North Western Region,Lower Than A Level,60-70%,35-55,N,0,60,862.0,20.0,440.0,102.0,21.0,102.0,90.0,0.0,0.0,68.0,0
529240,FFF,2013B,M,Scotland,A Level or Equivalent,0-10%,0-35,N,1,120,1339.0,64.0,306.0,110.0,23.0,277.0,156.0,0.0,0.0,351.0,1
529277,FFF,2013B,M,North Western Region,A Level or Equivalent,0-10%,35-55,N,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
529297,FFF,2013B,M,West Midlands Region,HE Qualification,30-40%,0-35,N,0,60,839.0,34.0,278.0,178.0,16.0,122.0,51.0,0.0,0.0,172.0,1
529349,FFF,2013B,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,1,150,1524.0,48.0,789.0,120.0,27.0,190.0,123.0,0.0,0.0,188.0,1
529366,FFF,2013B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,N,0,150,1402.0,51.0,662.0,112.0,14.0,139.0,123.0,0.0,0.0,265.0,1
529381,FFF,2013B,M,London Region,Lower Than A Level,30-40%,35-55,N,0,60,1536.0,22.0,408.0,115.0,17.0,269.0,244.0,1.0,0.0,429.0,0
529412,FFF,2013B,M,East Midlands Region,Lower Than A Level,80-90%,0-35,N,1,180,566.0,17.0,265.0,18.0,22.0,84.0,47.0,0.0,0.0,87.0,0
529486,FFF,2013B,M,East Midlands Region,Lower Than A Level,60-70%,35-55,N,0,90,1910.0,34.0,503.0,217.0,23.0,281.0,345.0,1.0,0.0,385.0,1
529493,FFF,2013B,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,Y,0,60,1774.0,49.0,684.0,156.0,22.0,213.0,185.0,0.0,0.0,449.0,1
529561,FFF,2013B,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,120,1193.0,34.0,172.0,677.0,13.0,95.0,140.0,0.0,0.0,78.0,1
529563,FFF,2013B,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,120,340.0,14.0,86.0,78.0,8.0,49.0,56.0,0.0,0.0,39.0,1
529565,FFF,2013B,M,South West Region,A Level or Equivalent,80-90%,0-35,N,0,120,728.0,22.0,80.0,393.0,11.0,70.0,75.0,0.0,0.0,73.0,1
529566,FFF,2013B,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,120,621.0,25.0,117.0,142.0,12.0,81.0,86.0,0.0,0.0,164.0,1
529567,FFF,2013B,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,120,669.0,18.0,137.0,274.0,11.0,64.0,87.0,0.0,0.0,85.0,1
529569,FFF,2013B,F,London Region,No Formal quals,60-70%,0-35,N,0,120,395.0,17.0,120.0,0.0,13.0,72.0,100.0,0.0,0.0,81.0,1
529572,FFF,2013B,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,120,74.0,6.0,18.0,0.0,2.0,12.0,17.0,0.0,0.0,19.0,0
529644,FFF,2013B,M,South Region,A Level or Equivalent,50-60%,0-35,N,1,120,710.0,52.0,302.0,148.0,12.0,59.0,45.0,0.0,0.0,121.0,1
529689,FFF,2013B,M,Scotland,Lower Than A Level,80-90%,0-35,N,0,60,1618.0,43.0,471.0,160.0,16.0,288.0,212.0,0.0,0.0,362.0,1
529762,FFF,2013B,F,South West Region,Lower Than A Level,20-30%,0-35,N,0,60,1685.0,44.0,570.0,327.0,10.0,179.0,174.0,0.0,0.0,371.0,1
529834,FFF,2013B,M,South Region,Lower Than A Level,20-30%,0-35,N,0,60,1069.0,26.0,479.0,177.0,10.0,147.0,108.0,0.0,0.0,76.0,0
529864,FFF,2013B,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,N,0,120,1320.0,35.0,634.0,165.0,8.0,217.0,178.0,0.0,0.0,91.0,0
529870,FFF,2013B,M,North Region,A Level or Equivalent,60-70%,35-55,N,1,120,920.0,33.0,216.0,219.0,12.0,134.0,63.0,0.0,0.0,208.0,1
529871,FFF,2013B,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,1,150,1007.0,47.0,386.0,146.0,19.0,138.0,104.0,0.0,0.0,185.0,1
529991,FFF,2013B,M,South Region,Lower Than A Level,80-90%,35-55,N,1,120,1120.0,36.0,487.0,93.0,28.0,159.0,108.0,0.0,0.0,62.0,0
530057,FFF,2013B,M,South Region,Lower Than A Level,30-40%,0-35,N,0,90,1197.0,44.0,356.0,234.0,10.0,168.0,83.0,0.0,0.0,276.0,1
530296,FFF,2013B,M,South Region,A Level or Equivalent,40-50%,0-35,N,1,120,1485.0,37.0,412.0,70.0,33.0,230.0,294.0,0.0,0.0,301.0,1
530344,FFF,2013B,F,Scotland,A Level or Equivalent,10-20,35-55,N,0,75,1760.0,53.0,368.0,142.0,57.0,316.0,250.0,0.0,0.0,524.0,1
530445,FFF,2013B,F,London Region,Post Graduate Qualification,20-30%,35-55,N,0,60,1070.0,48.0,222.0,147.0,56.0,198.0,165.0,0.0,0.0,191.0,1
530558,FFF,2013B,M,Ireland,Lower Than A Level,80-90%,0-35,N,0,60,1629.0,59.0,456.0,245.0,15.0,270.0,201.0,0.0,0.0,389.0,1
530567,FFF,2013B,M,Wales,HE Qualification,20-30%,0-35,N,1,120,1743.0,52.0,618.0,182.0,13.0,298.0,159.0,0.0,0.0,378.0,1
530676,FFF,2013B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,N,0,120,441.0,22.0,98.0,33.0,6.0,97.0,70.0,1.0,0.0,105.0,0
530736,FFF,2013B,M,South Region,HE Qualification,90-100%,0-35,N,1,180,133.0,11.0,57.0,0.0,8.0,19.0,27.0,0.0,0.0,9.0,1
530802,FFF,2013B,M,South Region,Lower Than A Level,40-50%,35-55,N,0,60,2632.0,50.0,1030.0,382.0,82.0,335.0,292.0,0.0,0.0,355.0,1
530852,FFF,2013B,M,Wales,Lower Than A Level,10-20,0-35,N,0,120,1337.0,55.0,265.0,141.0,39.0,292.0,127.0,0.0,0.0,446.0,0
530853,FFF,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,N,0,120,710.0,35.0,198.0,100.0,7.0,149.0,58.0,0.0,0.0,133.0,0
530862,FFF,2013B,M,South Region,A Level or Equivalent,90-100%,35-55,N,0,120,1190.0,40.0,360.0,112.0,10.0,149.0,113.0,0.0,0.0,318.0,1
530944,FFF,2013B,M,South East Region,A Level or Equivalent,60-70%,0-35,N,0,90,1434.0,45.0,668.0,282.0,11.0,243.0,119.0,0.0,0.0,75.0,1
531077,FFF,2013B,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,0,60,1739.0,41.0,401.0,351.0,25.0,253.0,185.0,0.0,0.0,359.0,1
531124,FFF,2013B,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,60,200.0,10.0,36.0,81.0,4.0,28.0,16.0,0.0,0.0,35.0,1
531182,FFF,2013B,M,London Region,Lower Than A Level,80-90%,0-35,N,1,120,1347.0,63.0,296.0,283.0,6.0,270.0,112.0,0.0,0.0,343.0,1
531190,FFF,2013B,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,180,792.0,25.0,181.0,31.0,20.0,219.0,113.0,0.0,0.0,149.0,1
531251,FFF,2013B,M,Scotland,HE Qualification,70-80%,0-35,N,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
531270,FFF,2013B,M,North Region,A Level or Equivalent,,0-35,N,1,120,3810.0,56.0,1103.0,658.0,11.0,528.0,239.0,0.0,0.0,1143.0,1
531294,FFF,2013B,M,North Region,A Level or Equivalent,,0-35,N,1,120,925.0,44.0,297.0,123.0,20.0,107.0,65.0,0.0,0.0,268.0,1
531397,FFF,2013B,F,South East Region,Lower Than A Level,0-10%,0-35,N,0,60,225.0,4.0,48.0,2.0,6.0,36.0,40.0,0.0,0.0,77.0,0
531448,FFF,2013B,M,South Region,A Level or Equivalent,20-30%,0-35,N,0,60,1008.0,40.0,507.0,3.0,18.0,207.0,106.0,0.0,0.0,113.0,0
531629,FFF,2013B,M,London Region,HE Qualification,60-70%,35-55,N,0,60,1419.0,53.0,453.0,166.0,29.0,223.0,157.0,0.0,0.0,284.0,1
531667,FFF,2013B,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,N,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
531709,FFF,2013B,M,Ireland,Lower Than A Level,90-100%,0-35,N,0,90,982.0,30.0,260.0,70.0,33.0,182.0,162.0,0.0,0.0,201.0,1
531791,FFF,2013B,F,Scotland,A Level or Equivalent,10-20,0-35,N,0,120,1134.0,25.0,488.0,167.0,11.0,144.0,48.0,0.0,0.0,219.0,0
531866,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,N,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
531894,FFF,2013B,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,1,180,1733.0,39.0,735.0,45.0,22.0,227.0,257.0,1.0,0.0,276.0,0
